City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
507,Yulara,-25.2406,130.9889,44.28,54,0,7.74,clear sky
508,Chicama,-7.8447,-79.1469,61.34,66,20,9.22,few clouds
509,Zwedru,6.0667,-8.1281,72.18,89,77,4.92,broken clouds
510,Ferme-Neuve,46.7001,-75.4493,65.39,56,40,10.87,scattered clouds
511,Cedeno,7.0464,-72.1634,77.14,91,84,1.63,broken clouds
512,Mathathane,-22.2687,28.7495,66.78,41,0,8.01,clear sky
513,Coffs Harbour,-30.3,153.1333,57.16,82,100,4.61,light intensity shower rain
514,Wajid,3.8093,43.2471,71.67,63,76,20.4,broken clouds
515,Japura,-0.3167,102.35,77.76,88,96,2.77,overcast clouds
516,Sorong,-0.8833,131.25,76.86,87,79,6.73,broken clouds
517,Cap Malheureux,-19.9842,57.6142,69.48,61,76,7.0,broken clouds
518,Chapais,49.7834,-74.8492,51.58,96,100,8.12,overcast clouds
519,Kartuzy,54.3342,18.1974,56.84,93,0,1.14,clear sky
520,Fortuna,40.5982,-124.1573,74.93,69,40,12.66,scattered clouds
521,Ruiru,-1.1606,36.9567,62.67,82,97,3.83,overcast clouds
522,Wenling,28.3669,121.36,81.34,86,52,9.57,broken clouds
523,Matay,28.419,30.7792,85.21,27,0,6.76,clear sky
524,Gambiran,-6.7988,111.4951,74.21,89,79,4.09,broken clouds
525,Mzimba,-11.9,33.6,57.36,61,1,6.8,clear sky
526,Canita,9.2097,-78.8811,77.29,94,100,4.5,overcast clouds
527,Tevaitoa,-16.7833,-151.5,78.46,75,12,15.26,few clouds
528,Stromness,58.965,-3.296,53.87,91,100,5.01,overcast clouds
529,Nieuw Nickerie,5.95,-56.9833,80.94,79,17,8.23,few clouds
530,Nemuro,43.3236,145.575,65.82,100,100,12.44,moderate rain
531,Bourail,-21.5667,165.4833,67.08,59,4,9.15,clear sky
532,Saquena,-4.6667,-73.5167,80.94,68,85,1.03,overcast clouds
533,Torata,-17.0769,-70.8433,63.37,33,0,6.24,clear sky
534,Agutaya,11.148,120.9417,83.52,70,84,6.85,broken clouds
535,Mecca,21.4267,39.8261,90.81,58,96,11.74,overcast clouds
536,Puteyets,65.1716,57.091,53.56,69,82,7.38,broken clouds
537,Rabo De Peixe,37.8,-25.5833,72.91,73,75,9.22,broken clouds
538,Ures,29.4333,-110.4,95.56,37,16,8.16,few clouds
539,Lewiston,44.1003,-70.2148,76.71,83,100,5.75,overcast clouds
540,Rochegda,62.8,43.25,61.52,68,100,8.97,overcast clouds
541,Berlevag,70.8578,29.0864,53.55,71,100,34.52,overcast clouds
542,Pochutla,15.7432,-96.4661,76.82,63,100,5.88,overcast clouds
543,Washougal,45.5826,-122.3534,88.52,40,0,11.5,clear sky
544,Katsuura,35.1333,140.3,81.7,83,53,19.42,broken clouds
545,Evans,33.5337,-82.1307,86.04,62,0,18.41,clear sky
546,Kundiawa,-6.0167,144.9667,64.8,96,99,1.34,overcast clouds
547,Bilibino,68.0546,166.4372,63.19,65,100,4.61,light rain
548,Alvaraes,-3.2208,-64.8042,87.67,56,27,1.28,scattered clouds
549,Dahod,22.8333,74.2667,75.33,94,100,14.36,overcast clouds
550,Pauini,-7.7136,-66.9764,84.36,50,94,0.45,overcast clouds
551,La Union,-5.4,-80.75,76.98,49,63,15.52,broken clouds
552,Anadyr,64.75,177.4833,59.5,82,75,2.24,broken clouds
553,Chabahar,25.2919,60.643,83.3,86,100,7.61,overcast clouds
554,Durango,24.8333,-104.8333,66.79,69,67,9.53,broken clouds
555,Port-Gentil,-0.7193,8.7815,73.36,94,20,6.91,few clouds
556,Skegness,53.1436,0.3363,66.27,83,0,9.55,clear sky
557,Bangangte,5.1409,10.5198,61.16,99,100,2.98,light rain
558,Dogondoutchi,13.6393,4.0287,77.59,73,100,11.05,light rain
559,Gat,31.61,34.7642,79.81,100,0,5.17,clear sky
560,Hofn,64.2539,-15.2082,51.58,85,63,15.64,broken clouds
561,Madingou,-4.1536,13.55,75.52,61,80,2.91,broken clouds
562,Laguna,38.421,-121.4238,97.34,28,0,8.05,clear sky
563,Ahipara,-35.1667,173.1667,53.42,71,31,9.84,scattered clouds
564,Yerbogachen,61.2767,108.0108,53.04,98,93,4.7,overcast clouds
565,Beringovskiy,63.05,179.3167,53.44,82,100,11.81,overcast clouds
566,Naze,28.3667,129.4833,80.08,81,100,5.93,overcast clouds
567,Zhanaozen,43.3,52.8,80.8,23,0,12.37,clear sky
568,Benjamin Aceval,-24.9667,-57.5667,66.34,64,2,4.61,clear sky
569,Osorno,-40.5667,-73.15,52.11,76,100,11.5,moderate rain
570,Ciudad Guayana,8.3533,-62.6528,77.92,90,95,2.42,overcast clouds
571,Manakara,-22.1333,48.0167,65.52,86,77,5.17,light rain
572,Sungaipenuh,-2.0833,101.3833,66.79,96,90,1.21,overcast clouds
573,Coahuayana,18.7333,-103.6833,85.71,72,97,6.13,overcast clouds
574,Fukue,32.6881,128.8419,83.16,84,94,15.66,overcast clouds
575,Riyadh,24.6877,46.7219,98.74,17,10,13.2,clear sky
576,Lakatoro,-16.0999,167.4164,76.3,59,25,17.05,scattered clouds
577,Lano,10.1725,11.4715,71.85,90,100,5.14,overcast clouds
578,Ibra,22.6906,58.5334,87.87,51,97,2.93,overcast clouds
579,Mana,5.6592,-53.7767,80.15,79,37,6.4,scattered clouds
580,Almaznyy,48.0448,40.045,78.49,34,100,8.77,overcast clouds
581,Boyuibe,-20.4167,-63.2833,61.74,34,0,5.26,clear sky
582,Hay River,60.8156,-115.7999,62.64,38,15,3.24,few clouds
583,San Rafael,-34.6177,-68.3301,57.38,39,0,8.48,clear sky
584,Talcahuano,-36.7167,-73.1167,51.48,76,100,6.91,overcast clouds
585,Asau,46.4333,26.4,60.28,73,30,5.14,light rain
586,Wanaka,-44.7,169.15,36.1,77,29,1.99,scattered clouds
587,Morondava,-20.2833,44.2833,68.59,84,0,7.58,clear sky
588,Canar,-2.55,-78.9333,48.47,84,100,5.23,overcast clouds
589,Kalmunai,7.4167,81.8167,79.2,80,100,4.54,overcast clouds
590,Anchorage,61.2181,-149.9003,65.28,75,100,5.75,overcast clouds
591,Port Hardy,50.6996,-127.4199,61.7,90,67,5.86,broken clouds
592,College,64.8569,-147.8028,68.32,44,40,5.75,scattered clouds
593,Aklavik,68.2191,-135.0107,67.33,38,24,10.11,few clouds
594,Dali,25.7,100.1833,62.89,90,84,2.75,broken clouds
595,Skelleftea,64.7507,20.9528,57.56,78,75,6.91,broken clouds
596,Beira,-19.8436,34.8389,66.29,94,20,4.61,few clouds
597,Abapo,-18.8333,-63.4667,64.42,34,0,5.39,clear sky
598,Maua,-23.6678,-46.4614,58.35,92,59,7.67,broken clouds
599,Mason City,43.1536,-93.201,73.33,88,100,9.22,overcast clouds
600,Oudtshoorn,-33.5907,22.2014,53.82,85,95,2.91,overcast clouds
601,Belfast,54.5833,-5.9333,61.38,78,0,8.05,clear sky
602,Kisangani,0.5167,25.2,72.23,90,100,2.98,overcast clouds
603,Dvinskoy,62.1535,45.1175,61.92,67,100,9.33,overcast clouds
604,Dodge City,37.7528,-100.0171,95.25,27,0,4.61,clear sky
605,Koumac,-20.5667,164.2833,69.78,53,0,6.02,clear sky
606,Caconda,-13.7333,15.0667,59.99,16,38,3.56,scattered clouds
607,Panacan,9.2463,118.4082,78.91,84,38,3.4,scattered clouds
608,Padang,-0.9492,100.3543,75.25,88,78,2.04,broken clouds
609,Kruisfontein,-34.0033,24.7314,55.89,92,100,5.82,overcast clouds
610,Sorata,-15.7667,-68.6333,51.4,67,24,7.16,few clouds
611,Pankrushikha,53.8319,80.3406,60.15,93,24,7.9,few clouds
612,Ati,13.2154,18.3353,80.33,73,97,11.21,overcast clouds
613,Tilichiki,60.4667,166.1,55.17,85,99,6.82,overcast clouds
614,Aquiraz,-3.9014,-38.3911,79.18,84,73,8.66,broken clouds
615,Cliza,-17.6,-65.9333,75.09,26,0,6.44,clear sky
616,Mumford,5.2618,-0.759,73.26,90,100,11.01,overcast clouds
617,Sao Filipe,14.8961,-24.4956,78.4,79,15,14.5,few clouds
618,Mollendo,-17.0231,-72.0147,60.96,84,46,5.12,scattered clouds
619,Ulaangom,49.9811,92.0667,58.73,78,20,2.19,few clouds
620,Shingu,33.7333,135.9833,78.8,91,100,2.93,overcast clouds
621,Sedalia,38.7045,-93.2283,92.75,42,0,3.44,clear sky
622,Marsh Harbour,26.5412,-77.0636,83.37,67,0,11.45,clear sky
623,Yantal,56.8471,105.2542,51.75,97,12,2.95,few clouds
624,Hirtshals,57.5881,9.9592,61.9,83,2,10.63,clear sky
625,Noumea,-22.2763,166.4572,71.01,99,56,14.41,broken clouds
626,Kochubey,44.3861,46.5825,80.31,56,4,20.38,clear sky
627,Sept-Iles,50.2001,-66.3821,65.05,85,96,4.0,overcast clouds
628,Kastrakion,39.7156,21.6181,66.74,87,98,4.97,overcast clouds
629,Sangar,63.9242,127.4739,58.28,89,32,2.48,scattered clouds
630,Reshetylivka,49.565,34.0782,72.0,61,100,7.96,overcast clouds
631,Stornoway,58.2093,-6.3865,53.56,93,100,4.61,overcast clouds
632,Barra Do Corda,-5.5,-45.25,84.97,39,22,5.03,few clouds
633,Mindelo,16.8901,-24.9804,77.2,78,42,16.8,scattered clouds
634,Villa Carlos Paz,-31.4241,-64.4978,60.39,36,86,11.99,overcast clouds
635,Pak Phanang,8.3511,100.202,77.94,80,99,7.94,overcast clouds
636,Naryan-Mar,67.6713,53.087,58.37,96,100,14.54,moderate rain
637,Bonfim,3.0833,-59.95,81.19,73,54,3.65,light rain
638,Lahaina,20.8783,-156.6825,91.4,67,100,9.98,overcast clouds
639,Karpogory,64.0019,44.4451,58.95,94,100,10.4,light rain
640,Orlik,52.5178,99.825,45.66,91,9,0.76,clear sky
641,Saint-Augustin,51.226,-58.6502,63.03,88,100,14.63,overcast clouds
642,Chifeng,42.2683,118.9636,69.04,75,91,2.01,overcast clouds
643,Wewak,-3.5534,143.6268,76.55,90,92,5.55,overcast clouds
644,Lynden,48.9465,-122.4521,83.59,54,0,7.0,clear sky
645,Bratsk,56.1325,101.6142,50.49,94,63,2.82,broken clouds
646,Cururupu,-1.8283,-44.8683,76.39,83,42,4.97,scattered clouds
647,Seoul,37.5683,126.9778,72.79,89,4,1.79,clear sky
648,Kuching,1.55,110.3333,77.22,94,20,2.3,few clouds
649,Lavrentiya,65.5833,-171.0,44.24,90,82,6.73,broken clouds
650,Bima,-8.4667,118.7167,74.25,96,44,4.5,scattered clouds
651,Denpasar,-8.65,115.2167,78.46,94,40,9.22,scattered clouds
652,Hualmay,-11.0964,-77.6139,64.49,76,20,10.16,few clouds
653,Waingapu,-9.6567,120.2641,75.9,88,24,9.01,few clouds
654,Vanimo,-2.6741,141.3028,78.67,83,54,3.62,broken clouds
655,Khor,47.8861,134.9464,61.59,90,80,4.76,broken clouds
656,Kiama,-34.6833,150.8667,57.58,78,100,3.0,overcast clouds
657,Medina Del Campo,41.3124,-4.9141,81.64,24,11,4.41,few clouds
658,Robat Karim,35.4846,51.0829,85.86,15,0,13.8,clear sky
659,Karratha,-20.7377,116.8463,63.18,24,10,18.88,clear sky
660,Serov,59.6033,60.5787,58.75,69,94,11.34,overcast clouds
661,Nabire,-3.3667,135.4833,75.07,90,65,4.07,broken clouds
662,Kismayo,-0.3582,42.5454,74.44,81,38,16.26,light rain
663,North Platte,41.1239,-100.7654,98.49,26,0,11.99,clear sky
664,Santa,17.486,120.4348,77.56,85,82,1.9,broken clouds
665,Monroe,43.1501,-77.6831,78.66,49,40,11.5,scattered clouds
666,Juelsminde,55.7088,10.0167,63.9,68,3,3.56,clear sky
667,Caraballeda,10.6112,-66.8522,81.84,87,85,5.48,overcast clouds
668,Sisimiut,66.9395,-53.6735,43.11,84,85,6.2,overcast clouds
669,Zheleznodorozhnyy,55.7503,38.0042,63.12,62,4,2.95,clear sky
670,Beyneu,45.3167,55.2,84.0,21,0,8.3,clear sky
671,Holme,56.1138,10.1725,63.18,75,3,2.33,clear sky
672,Turukhansk,65.8167,87.9833,42.08,86,8,4.85,clear sky
673,Parkes,-33.1333,148.1833,53.35,79,100,1.01,overcast clouds
674,Oron,4.8256,8.2343,73.53,96,100,3.24,light rain
675,Lebu,-37.6167,-73.65,50.18,90,100,2.8,overcast clouds
676,Saint-Leu,-21.15,55.2833,68.32,68,68,0.29,broken clouds
677,Kysyl-Syr,63.8986,122.7617,57.31,74,100,5.03,overcast clouds
678,Lucapa,-8.4192,20.7447,68.72,20,28,3.51,scattered clouds
679,Suntar,62.1444,117.6319,61.05,77,100,3.47,overcast clouds
680,Rudbar,30.15,62.6,81.32,22,83,13.67,broken clouds
681,Kabanjahe,3.1001,98.4908,63.21,95,100,3.11,moderate rain
682,Vestmanna,62.1564,-7.1664,50.92,87,100,6.91,overcast clouds
683,Newport,51.5877,-2.9984,78.91,50,1,7.72,clear sky
684,Looc,12.2605,121.9926,78.53,84,96,3.78,overcast clouds
685,Darab,28.7519,54.5444,88.25,16,5,10.27,clear sky
686,Miraflores,19.2167,-98.8083,77.65,62,89,1.41,overcast clouds
687,Canavieiras,-15.675,-38.9472,73.58,87,61,7.02,broken clouds
688,Majene,-3.5403,118.9707,77.05,89,87,2.37,overcast clouds
689,Sakakah,29.9697,40.2064,92.8,25,0,8.55,clear sky
690,Leningradskiy,69.3833,178.4167,49.98,75,99,2.64,overcast clouds
691,Muroto,33.2833,134.15,81.7,80,100,6.04,overcast clouds
692,Uthal,25.8072,66.6219,88.84,68,100,3.29,moderate rain
693,Carmen,18.6333,-91.8333,75.24,100,100,8.05,overcast clouds
694,Yuzhno-Sukhokumsk,44.6581,45.6436,80.87,49,7,20.49,clear sky
695,Flin Flon,54.7682,-101.865,84.43,32,42,13.53,scattered clouds
696,Jiuquan,39.7432,98.5174,79.07,53,0,1.97,clear sky
697,Moorhead,46.8739,-96.7676,73.42,53,75,6.91,broken clouds
698,Puerto Montt,-41.4698,-72.9447,50.83,87,100,14.97,overcast clouds
699,Pedra Azul,-16.0053,-41.2972,76.42,37,91,3.91,overcast clouds
700,Plerin,48.5425,-2.7798,69.44,75,0,3.44,clear sky
701,Wadi Musa,30.3222,35.4793,70.83,59,0,3.71,clear sky
702,Ibanda,-2.7974,32.4746,69.04,50,78,4.18,broken clouds
703,Sola,-13.8833,167.55,77.11,73,99,28.54,overcast clouds
704,Nhulunbuy,-12.2333,136.7667,70.41,88,40,4.61,scattered clouds
705,Ntcheu,-14.8203,34.6359,59.79,51,0,3.2,clear sky
706,Faya,18.3851,42.4509,68.52,75,73,4.56,broken clouds
707,Basoko,1.2391,23.616,72.61,90,100,1.45,overcast clouds
708,Kawalu,-7.3817,108.2082,71.62,98,67,0.72,broken clouds
709,Cadolzburg,49.4573,10.8533,67.1,53,0,3.44,clear sky
710,Lorengau,-2.0226,147.2712,80.64,81,74,6.33,broken clouds
711,Bongandanga,1.5,21.05,73.96,88,100,3.67,overcast clouds
712,Polovinnoye,54.7914,65.9864,63.27,85,57,8.7,broken clouds
713,Doha,25.2867,51.5333,94.98,71,0,3.44,clear sky
714,Burla,21.5,83.8667,74.62,97,100,4.5,overcast clouds
715,Rio Tercero,-32.173,-64.1141,61.81,51,64,9.44,broken clouds
716,Saint Leonard,47.173,-67.9247,68.18,98,100,6.04,heavy intensity rain
717,Hov,60.6987,10.3519,59.83,60,9,2.95,clear sky
718,Mantua,45.1667,10.7833,76.08,61,81,5.99,moderate rain
719,Sarakhs,36.5449,61.1577,75.07,26,0,9.31,clear sky
720,Argelia,2.2556,-77.2488,71.83,82,58,0.69,light rain
721,Boende,-0.2167,20.8667,76.05,63,75,2.86,broken clouds
722,Borovoy,55.4333,86.0833,63.68,88,0,2.24,clear sky
723,Manaure,11.7751,-72.4445,85.46,69,92,15.57,overcast clouds
724,Formosa Do Rio Preto,-11.0483,-45.1931,80.37,19,6,3.49,clear sky
725,Dingle,10.9995,122.6711,75.87,89,79,0.85,heavy intensity rain
726,Port Keats,-14.25,129.55,70.32,48,0,10.11,clear sky
727,Manthani,18.65,79.6667,76.33,88,99,6.4,overcast clouds
728,Tabuk,17.4189,121.4443,73.96,93,93,1.83,overcast clouds
729,Hobyo,5.3505,48.5268,76.06,78,37,25.39,scattered clouds
730,Uyovu,-3.2833,31.5258,76.75,34,100,2.44,overcast clouds
731,Erbach,49.6561,8.9964,73.65,44,73,3.98,broken clouds
732,Lakhdenpokhya,61.5198,30.1992,63.07,81,100,7.25,overcast clouds
733,Alexandria,31.2156,29.9553,79.07,65,0,6.2,clear sky
734,Chitungwiza,-18.0127,31.0756,57.16,52,0,9.75,clear sky
735,Kamenka,51.3223,42.7678,68.29,75,78,9.66,broken clouds
736,North Bend,43.4065,-124.2243,76.24,94,100,8.05,mist
737,Puerto Penasco,31.3167,-113.5333,89.91,70,19,8.01,few clouds
738,Port Macquarie,-31.4333,152.9167,52.9,75,100,6.15,light rain
739,Leirvik,59.7798,5.5005,62.64,88,18,4.9,few clouds
740,Taungdwingyi,20.0167,95.55,75.69,88,100,8.12,very heavy rain
741,Bianzhuang,34.8486,118.0447,79.79,87,95,3.91,overcast clouds
742,Puerto Ayacucho,5.6639,-67.6236,80.73,83,99,2.71,overcast clouds
743,Juneau,58.3019,-134.4197,64.4,99,100,10.36,overcast clouds
744,Jiquilisco,13.3167,-88.5833,85.39,70,40,7.7,moderate rain
745,Ortona,42.3496,14.4039,75.38,64,100,6.67,overcast clouds
746,Lahan,26.7296,86.4951,79.88,81,5,6.96,clear sky
747,Agnibilekrou,7.1344,-3.2047,73.71,81,99,3.44,overcast clouds
748,Cruz Das Almas,-12.67,-39.1019,69.66,87,0,6.13,clear sky
749,Salta,-24.7859,-65.4117,61.39,33,0,12.66,clear sky
750,Hammond,41.5834,-87.5,78.24,61,40,13.8,scattered clouds
751,Virginia Beach,36.8529,-75.978,81.05,91,75,5.75,thunderstorm
752,Svetlyy,54.675,20.1347,61.97,76,0,7.56,clear sky
753,Deputatskiy,69.3,139.9,46.6,83,100,4.56,overcast clouds
754,Bati,11.1833,40.0167,65.86,68,87,4.5,light rain
755,Najran,17.4924,44.1277,84.85,38,94,12.26,overcast clouds
756,La Palma,33.8464,-118.0467,104.92,40,40,12.66,scattered clouds
757,Aranos,-24.1333,19.1167,61.79,7,37,8.1,scattered clouds
758,Madimba,-10.4,40.3333,71.73,83,60,8.75,light rain
759,Redmond,47.674,-122.1215,85.6,51,0,4.0,clear sky
760,Ambulu,-8.345,113.6058,74.61,92,85,2.91,light rain
761,Vallenar,-28.5708,-70.7581,64.67,49,100,4.41,overcast clouds
762,Saint Anthony,45.0205,-93.218,85.01,42,20,10.36,few clouds
